#SL,Name of the Manufacturer,Brand Name,Generic Name,Strength,Dosage Description,Price,Use For,DAR,company_id,generic_id,strength_id,dose_id,slug,price_cleaned
14036,Globe Pharmaceuticals Ltd.,Xtrum   GOLD,Ascorbic Acid + Biotin + Boron + Calcium + Chromium + Copper + Cyanocobalamin + Elemental Iron + Folic Acid + Iodine + Lutein + Magnesium + Manganese + Molybdenum + Niacin + Nickel + Pantothenic acid + Phosphorous + Pottassium + Pyridoxine Hydrochloride + Riboflavin + Selenium + Silicon + Tin + Vanadium + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E + Vitamin K + Zinc,60 mg + 30 mcg + 150 mcg + 162 mg + 120 mcg + 2 mg + 6 mcg + 18 mg + 400 mcg + 150 mcg + 250 mcg + 100 mg + 2 mg + 75 mcg + 20 mg + 5 mcg + 10 mg + 109 mg + 80 mg + 2 mg + 1.7 mg + 20 mcg + 2 mg + 10 mcg + 10 mcg + 5000 IU + 1.5 mg + 400 IU + 30 IU + 25 mcg + 15 mg,Tablet,"5.83 Tk, 6.00 Tk",Human,083-0230-078,83,405,165.0,1,xtrum---gold,5.836.00
14038,Globe Pharmaceuticals Ltd.,Zycin,Azithromycin,200 mg/5 ml,Powder For Suspension,"95.00 Tk, 136.00 Tk",Human,083-0222-023,83,1,20.0,4,zycin,95.00136.00
14057,Globe Pharmaceuticals Ltd.,Ade Vet,Vitamin A + Vitamin D3 + Vitamin E,3 Lac IU + 1 Lac IU + 50 mg,Injection,"46.00 Tk, 390.00 Tk",Veterinary,083-0225-077,83,650,1005.0,15,ade-vet,46.00390.00
14058,Globe Pharmaceuticals Ltd.,B  Vet,Cyanocobalamin + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,5 mg + 5 gm + 500 mg + 150 mg + 2.5 gm/100 ml,Injection,"12.50 Tk, 26.30 Tk, 100.00 Tk",Veterinary,083-0226-077,83,1445,964.0,15,b--vet,12.5026.30100.00
14069,Globe Pharmaceuticals Ltd.,Sulid,Sulphanilamide,100 %,Powder,"9.50 Tk, 65.00 Tk",Veterinary,083-0168-077,83,789,214.0,21,sulid,9.5065.00
14080,Globe Pharmaceuticals Ltd.,Xanide,Nitazoxanide,100 mg/5 ml,Powder For Suspension,"35.00 Tk, 50.00 Tk",Human,083-0297-027,83,85,18.0,4,xanide,35.0050.00
14081,Globe Pharmaceuticals Ltd.,Roket    30 mg,Ketorolac Tromethamine,30 mg/ml,Injection,"55.00 Tk, 95.00 Tk",Human,083-0295-064,83,64,93.0,15,roket----30-mg,55.0095.00
14132,Globe Pharmaceuticals Ltd.,Letol,Levosalbutamol,1 mg/5 ml,Syrup,"25.00 Tk, 38.00 Tk",Human,083-0351-044,83,455,90.0,5,letol,25.0038.00
14164,Globe Pharmaceuticals Ltd.,Aminomax,Amino Acids (Essential) + Glucose & Electrolytes,7 % + 10 %,IV Infusion,"200.00 Tk, 350.00 Tk",Human,083-0381-003,83,657,395.0,42,aminomax,200.00350.00
14205,Globe Pharmaceuticals Ltd.,Chemodine (Vet),Sulphadimidine,33.3 gm/100 ml,Injection,"115.00 Tk, 30.00 Tk",Veterinary,083-0426-077,83,762,912.0,15,chemodine-(vet),115.0030.00
14214,Globe Pharmaceuticals Ltd.,Xtrum Gold,Ascorbic Acid + Biotin + Calcium + Choline Bitartrate + Chromium + Cyanocobalamin + Inositol + Iodine + Magnesium + Manganese + Pantothenic acid + Para-Amino-Benzoic Acid + Pottassium + Riboflavin + Selenium + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E + Zinc,1350 mg + 650 mcg + 550 mg + 200 mg + 70 mcg + 60 mcg + 200 mg + 500 mcg + 150 mg + 15 mg + 70 mg + 10 mg + 140 mg + 20 mg + 350 mcg + 17000 IU + 20 mg + 2750 IU + 200 IU + 50 mg,Syrup,"90.00 Tk, 160.00 Tk",Human,083-0434-078,83,660,398.0,5,xtrum-gold,90.00160.00
14265,Globe Pharmaceuticals Ltd.,Aminomax Vet,Calcium Chloride + D-Pantothenol + DL-Methionine + Dextrose + L-Arginine Hcl + L-Cysteine Hcl + L-Histidine Hcl + L-Isolencine + L-Leucine + L-Lysine HCl + L-Phenylalamine + L-Threonine + L-Tryptophane + L-Valine + Magnesium Sulphate + Monosodium Glutamate + Nicotinamide + Potassium Chloride + Pyridoxine + Riboflavin + Sodium Acetate + Thiamine Hydrochloride,2 mg + .1 mg + .525 mg + 50 mg + 1.425 mg + .02 mg + .02 mg + .525 mg + .6 mg + .525 mg + .35 mg + .35 mg + .175 mg + .525 mg + 2 mg + .08 mg + 3 mg + 2 mg + .1 mg + .05 mg + 7.5 mg + .1 mg/ml,Injection,"150.00 Tk, 290.00 Tk",Veterinary,083-0499-077,83,1287,862.0,15,aminomax-vet,150.00290.00
14300,Globe Pharmaceuticals Ltd.,Momtas,Mometasone Furoate,100 mg/100 gm,Cream,"100.00 Tk, 180.00 Tk",Human,083-0535-071,83,553,60.0,11,momtas,100.00180.00
14337,Globe Pharmaceuticals Ltd.,Mendil,Diphenhydramine Hydrochloride + L-Menthol,280 mg + 40 mg/100 ml,Syrup,"45.00 Tk, 70.00 Tk",Human,083-0565-002,83,1507,1007.0,5,mendil,45.0070.00
14342,Globe Pharmaceuticals Ltd.,Rupana,Rupatadine,100 mg/100 ml,Oral Solution,"60.00 Tk, 75.00 Tk",Human,083-0571-021,83,106,380.0,23,rupana,60.0075.00
14353,Globe Pharmaceuticals Ltd.,CM-Vet Inj.,Chlorpheniramine Maleate,10 mg/ml,Injection,"87.00 Tk, 9.43 Tk",Veterinary,083-0289-077,83,20,189.0,15,cm-vet-inj.,87.009.43
14359,Globe Pharmaceuticals Ltd.,BIZI Syrup,Elemental Iron + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1 + Zinc,50 mg + 20 mg + 2 mg + 2 mg + 5 mg + 10 mg/5 ml,Syrup,"30.00 Tk, 50.00 Tk",Human,083-0271-078,83,419,176.0,5,bizi-syrup,30.0050.00
14366,Globe Pharmaceuticals Ltd.,Phosvet Inj. (Vet),Cyanocobalamin + Toldimfos Sodium,5 mg + 20 gm/100 ml,Injection,"380.00 Tk, 148.00 Tk",Veterinary,083-0290-077,83,444,188.0,15,phosvet-inj.-(vet),380.00148.00
14424,Globex Pharmaceuticals Ltd.,Azithral,Azithromycin,200 mg/5 ml,Powder For Suspension,"85.00 Tk, 130.00 Tk, 185.00 Tk",Human,180-0061-023,84,1,20.0,4,azithral,85.00130.00185.00
14435,Globex Pharmaceuticals Ltd.,Globexim,Cefixime,200 mg/5 ml,Powder For Suspension,"120.00 Tk, 150.00 Tk, 190.00 Tk",Human,180-0082-023,84,14,20.0,4,globexim,120.00150.00190.00
14537,Gonoshasthaya Pharmaceuticals Ltd.,G Cotrimoxazole,Sulphamethoxazole + Trimethoprim,400 mg + 80 mg,Tablet,"1.20 Tk, 1.75 Tk",Human,185-0019-023,86,23,129.0,1,g-cotrimoxazole,1.201.75
14698,Gonoshasthaya Pharmaceuticals Ltd.,G-Neobacitracin,Bacitracin Zinc + Neomycin Sulphate,250 IU + 5 mg/gm,Powder,"12.00 Tk, 15.00 Tk",Human,185-0299-071,86,192,158.0,21,g-neobacitracin,12.0015.00
14720,Goodman Pharmaceuticals Ltd,Hexidine Hand Rub Solution,Chlorhexidine Gluconate,500 mg/100 ml,Hand Rub,"40.00 Tk, 75.00 Tk, 130.00 Tk, 215.00 Tk",Human,338-0019-071,87,175,145.0,29,hexidine-hand-rub-solution,40.0075.00130.00215.00
14867,Greenland Pharmaceuticals Ltd.,Decon Liquid,Cetrimide + Chlorhexidine Gluconate,3 gm + 300 mg/100 ml,Solution,"22.00 Tk, 30.00 Tk, 110.00 Tk, 200.00 Tk, 690.00 Tk",Human,053-0035-071,88,408,171.0,14,decon-liquid,22.0030.00110.00200.00690.00
14869,Greenland Pharmaceuticals Ltd.,Handisol Liquid,Chlorhexidine Gluconate,2.5 gm/100 ml,Solution,"40.00 Tk, 70.00 Tk, 130.00 Tk",Human,053-0037-029,88,175,121.0,14,handisol-liquid,40.0070.00130.00
14886,Guardian Healthcare Ltd.,Gcyclin Vet,Oxytetracycline,20 gm/100 gm,Powder,"80.24 Tk, 373.12 Tk, 735.21 Tk",Veterinary,346-0006-077,89,135,117.0,21,gcyclin-vet,80.24373.12735.21
14888,Guardian Healthcare Ltd.,Ciproguard Vet,Ciprofloxacin,10 gm/100 ml,Solution,"1057.17 Tk, 2094.27 Tk, 231.69 Tk",Veterinary,346-0008-077,89,22,106.0,14,ciproguard-vet,1057.172094.27231.69
14893,Guardian Healthcare Ltd.,Gspirin,Acetylsalicylic Acid + Ascorbic Acid,60 gm + 6.65 gm/100 gm,Powder,"25.08 Tk, 45.13 Tk, 100.30 Tk, 210.63 Tk",Veterinary,346-0016-077,89,1264,111.0,21,gspirin,25.0845.13100.30210.63
14895,Guardian Healthcare Ltd.,Doxigard,Doxycycline,100 mg/gm,Powder,"17.05 Tk, 165.50 Tk, 677.03 Tk",Veterinary,346-0015-077,89,136,118.0,21,doxigard,17.05165.50677.03
14896,Guardian Healthcare Ltd.,Paranex,Levamisole,30 gm/100 gm,Powder,"17.05 Tk, 150.45 Tk",Veterinary,346-0019-077,89,125,112.0,21,paranex,17.05150.45
14898,Guardian Healthcare Ltd.,Microgard,Erythromycin + Sulphadiazine + Trimethoprim,18 gm + 15 gm + 3 gm/100 gm,Powder,"363.09 Tk, 45.13 Tk",Veterinary,346-0018-077,89,726,463.0,21,microgard,363.0945.13
14906,Guardian Healthcare Ltd.,Ivergard,Ivermectin,10 mg/ml,Injection,"115.35 Tk, 401.20 Tk",Veterinary,346-0022-077,89,445,189.0,15,ivergard,115.35401.20
14908,Guardian Healthcare Ltd.,Histagard,Pheniramine Maleate,22.75 mg/ml,Injection,"15.05 Tk, 85.26 Tk",Veterinary,346-0024-077,89,198,389.0,15,histagard,15.0585.26
14909,Guardian Healthcare Ltd.,Oxygard,Oxytetracycline,10 gm/100 ml,Injection,"25.08 Tk, 190.58 Tk",Veterinary,346-0025-077,89,135,106.0,15,oxygard,25.08190.58
14911,Guardian Healthcare Ltd.,Cyanophos,Butaphosphan + Cyanocobalamin,10 gm + 5 mg/100 ml,Injection,"150.45 Tk, 451.36 Tk",Veterinary,346-0028-077,89,446,190.0,15,cyanophos,150.45451.36
14912,Guardian Healthcare Ltd.,Amoxgard,Amoxicillin,30 %,Powder,"267.80 Tk, 2006.02 Tk",Veterinary,346-0030-077,89,28,115.0,21,amoxgard,267.802006.02
14916,Guardian Healthcare Ltd.,Aminogard,Calcium Chloride + D-Pantothenol + DL-Methionine + Dextrose + L-Arginine Hcl + L-Cysteine Hcl + L-Histidine Hcl + L-Isolencine + L-Leucine + L-Lysine HCl + L-Phenylalamine + L-Threonine + L-Tryptophane + L-Valine + Magnesium Sulphate + Monosodium Glutamate + Nicotinamide + Potassium Chloride + Pyridoxine + Riboflavin + Sodium Acetate + Thiamine Hydrochloride,2 mg + .1 mg + .525 mg + 50 mg + 1.425 mg + .02 mg + .02 mg + .525 mg + .6 mg + .525 mg + .35 mg + .35 mg + .175 mg + .525 mg + 2 mg + .08 mg + 3 mg + 2 mg + .1 mg + .05 mg + 7.5 mg + .1 mg/ml,Injection,"40.13 Tk, 275.83 Tk",Veterinary,346-0034-077,89,1287,862.0,15,aminogard,40.13275.83
14920,Guardian Healthcare Ltd.,Ciprogard 50,Ciprofloxacin,50 mg/ml,Injection,"138.00 Tk, 260.00 Tk",Veterinary,346-0045-077,89,22,314.0,15,ciprogard-50,138.00260.00
14930,Guardian Healthcare Ltd.,Tyloguard,Tylosin,20 gm/100 gm,Powder,"215.00 Tk, 1900.00 Tk",Veterinary,346-0057-077,89,138,117.0,21,tyloguard,215.001900.00
14938,Guardian Healthcare Ltd.,Azee PFS,Azithromycin,200 mg/5 ml,Powder For Suspension,"85.00 Tk, 135.00 Tk",Human,346-0064-023,89,1,20.0,4,azee-pfs,85.00135.00
14939,Guardian Healthcare Ltd.,Vitabest,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"35.00 Tk, 62.00 Tk",Human,346-0065-078,89,21,26.0,5,vitabest,35.0062.00
14957,Guardian Healthcare Ltd.,Cemoxi PFS,Cefixime,100 mg/5 ml,Powder For Suspension,"120.00 Tk, 190.00 Tk",Human,346-0086-023,89,14,18.0,4,cemoxi-pfs,120.00190.00
14958,Guardian Healthcare Ltd.,Hairclean,Ketoconazole,20 mg/ml,Shampoo,"165.00 Tk, 215.00 Tk",Human,346-0087-071,89,868,148.0,77,hairclean,165.00215.00
14968,Guardian Healthcare Ltd.,Uramed,Urea,10 gm/100 gm,Cream,"50.00 Tk, 28.00 Tk",Human,346-0099-071,89,1163,123.0,11,uramed,50.0028.00
14969,Guardian Healthcare Ltd.,Adipal Plus Gel,Adapalene + Benzoyl Peroxide,.1 gm + 2.5 gm/100 gm,Gel,"150.00 Tk, 195.00 Tk",Human,346-0097-071,89,1209,793.0,12,adipal-plus-gel,150.00195.00
14970,Guardian Healthcare Ltd.,Levogard,Levofloxacin,10 gm/100 gm,Oral Powder,"255.00 Tk, 1100.00 Tk",Veterinary,346-0104-077,89,95,123.0,24,levogard,255.001100.00
14977,Guardian Healthcare Ltd.,Hexal,Cetrimide + Chlorhexidine Gluconate,3 gm + 300 mg/100 ml,Solution,"17.00 Tk, 25.00 Tk, 110.00 Tk, 200.00 Tk",Human,346-0093-071,89,408,171.0,14,hexal,17.0025.00110.00200.00
15136,Healthcare Pharmaceuticals Ltd.,Triderm,Clotrimazole,10 mg/gm,Cream,"35.00 Tk, 45.00 Tk",Human,323-0244-071,90,57,48.0,11,triderm,35.0045.00
15163,Healthcare Pharmaceuticals Ltd.,Viset,Tiemonium Methylsulphate,200 mg/100 ml,Syrup,"55.00 Tk, 90.00 Tk",Human,323-0304-011,90,96,160.0,5,viset,55.0090.00
15247,Healthcare Pharmaceuticals Ltd.,Actilac,Lactulose,68 %,Oral Solution,"125.00 Tk, 230.00 Tk",Human,323-0227-060,90,201,163.0,23,actilac,125.00230.00
15309,Healthcare Pharmaceuticals Ltd.,Cleocin 150 mg,Clindamycin,150 mg,Capsule,"10.00 Tk, 16.00 Tk",Human,323-0406-023,90,520,49.0,2,cleocin-150-mg,10.0016.00
15567,Hudson Pharmaceuticals Ltd.,Ascab,Benzyl Benzoate,1.25 gm/5 ml,Emulsion,"12.13 Tk, 18.00 Tk",Human,165-0005-071,91,32,34.0,66,ascab,12.1318.00
15568,Hudson Pharmaceuticals Ltd.,Becoson,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"32.00 Tk, 52.00 Tk",Human,165-0029-078,91,21,26.0,5,becoson,32.0052.00
15607,Hudson Pharmaceuticals Ltd.,Viola    25%,Benzyl Benzoate,1.25 gm/5 ml,Solution,"12.00 Tk, 22.00 Tk",Human,165-0077-071,91,32,34.0,14,viola----25%,12.0022.00
15686,Ibn Sina Pharmaceutical Ind. Ltd.,Cefixim,Cefixime,100 mg/5 ml,Powder For Suspension,"180.00 Tk, 210.00 Tk",Human,239-0081-023,92,14,18.0,4,cefixim,180.00210.00
15738,Ibn Sina Pharmaceutical Ind. Ltd.,Romycin,Azithromycin,200 mg/5 ml,Powder For Suspension,"140.00 Tk, 190.00 Tk, 90.00 Tk, 100.00 Tk",Human,239-0087-023,92,1,20.0,4,romycin,140.00190.0090.00100.00
15740,Ibn Sina Pharmaceutical Ind. Ltd.,Scarin,Permethrin,5 gm/100 gm,Cream,"30.00 Tk, 45.00 Tk",Human,239-0106-071,92,197,110.0,11,scarin,30.0045.00
15773,Ibn Sina Pharmaceutical Ind. Ltd.,Sinafort B,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"35.50 Tk, 55.00 Tk",Human,239-0045-078,92,21,26.0,5,sinafort-b,35.5055.00
15790,Ibn Sina Pharmaceutical Ind. Ltd.,Bactin,Ciprofloxacin,300 mg/100 ml,Eye Drops,"35.14 Tk, 50.00 Tk",Human,239-0069-052,92,22,139.0,18,bactin,35.1450.00
15807,Ibn Sina Pharmaceutical Ind. Ltd.,Water For Injection,Water For Injection,5 ml,Injection,"8.14 Tk, 4.74 Tk",Human,239-0163-079,92,416,174.0,15,water-for-injection,8.144.74
15908,Ibn Sina Pharmaceutical Ind. Ltd.,Ventisal-L,Levosalbutamol,1 mg/5 ml,Syrup,"30.00 Tk, 40.00 Tk",Human,239-0258-044,92,455,90.0,5,ventisal-l,30.0040.00
15925,Ibn Sina Pharmaceutical Ind. Ltd.,Nitasol,Nitazoxanide,100 mg/5 ml,Powder For Suspension,"36.00 Tk, 50.00 Tk",Human,239-0274-027,92,85,18.0,4,nitasol,36.0050.00
15956,Ibn Sina Pharmaceutical Ind. Ltd.,Dermus,Tacrolimus,30 mg/100 gm,Ointment,"80.00 Tk, 150.00 Tk",Human,239-0308-071,92,753,541.0,9,dermus,80.00150.00
16039,Ibn Sina Pharmaceutical Ind. Ltd.,Ebamine,Ebastine,5 mg/5 ml,Syrup,"60.00 Tk, 80.00 Tk",Human,239-0411-021,92,624,38.0,5,ebamine,60.0080.00
16147,Ibn Sina Pharmaceutical Ind. Ltd.,Klean Hand,Glycerol + Hydrogen Peroxide Solution + Isopropyl Alcohol,1.45 ml + 4.17 ml + 75 ml/100 ml,Hand Rub,"60.00 Tk, 95.00 Tk, 190.00 Tk, 220.00 Tk",Human,239-0510-071,92,769,508.0,29,klean-hand,60.0095.00190.00220.00
16202,Incepta Pharmaceuticals Ltd.,Adora,Cefadroxil,125 mg/5 ml,Powder For Suspension,"65.00 Tk, 100.00 Tk",Human,116-0105-023,93,162,17.0,4,adora,65.00100.00
16247,Incepta Pharmaceuticals Ltd.,Dancel,Ketoconazole,20 mg/ml,Shampoo,"175.00 Tk, 230.00 Tk",Human,116-0218-071,93,868,148.0,77,dancel,175.00230.00
16359,Incepta Pharmaceuticals Ltd.,Omidon,Domperidone,5 mg/5 ml,Suspension,"25.00 Tk, 35.00 Tk, 38.00 Tk",Human,116-0061-018,93,40,38.0,6,omidon,25.0035.0038.00
16400,Incepta Pharmaceuticals Ltd.,Rynex    0.05%,Oxymetazoline Hydrochloride,.05 %,Nasal Drops,"80.00 Tk, 54.00 Tk",Human,116-0135-052,93,577,324.0,53,rynex----0.05%,80.0054.00
16408,Incepta Pharmaceuticals Ltd.,Tacrolin    0.03%,Tacrolimus,30 mg/100 gm,Ointment,"80.00 Tk, 150.00 Tk",Human,116-0243-071,93,753,541.0,9,tacrolin----0.03%,80.00150.00
16417,Incepta Pharmaceuticals Ltd.,Tridosil,Azithromycin,200 mg/5 ml,Powder For Suspension,"85.00 Tk, 130.00 Tk, 140.00 Tk, 185.00 Tk",Human,116-0223-023,93,1,20.0,4,tridosil,85.00130.00140.00185.00
16471,Incepta Pharmaceuticals Ltd.,Aritone  ZI,Elemental Iron + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1 + Zinc,50 mg + 20 mg + 2 mg + 2 mg + 5 mg + 10 mg/5 ml,Syrup,"60.00 Tk, 100.00 Tk",Human,116-0326-078,93,419,176.0,5,aritone--zi,60.00100.00
16517,Incepta Pharmaceuticals Ltd.,Aritone Z,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1 + Zinc,20 mg + 2 mg + 2 mg + 5 mg + 10 mg/5 ml,Syrup,"55.00 Tk, 95.00 Tk",Human,116-0363-078,93,91,218.0,5,aritone-z,55.0095.00
16551,Incepta Pharmaceuticals Ltd.,Nitazox,Nitazoxanide,100 mg/5 ml,Powder For Suspension,"40.00 Tk, 58.00 Tk",Human,116-0432-027,93,85,18.0,4,nitazox,40.0058.00
16569,Incepta Pharmaceuticals Ltd.,Ximeprox,Cefpodoxime,80 mg/5 ml,Powder For Suspension,"98.00 Tk, 195.00 Tk",Human,116-0391-023,93,163,180.0,4,ximeprox,98.00195.00
16574,Incepta Pharmaceuticals Ltd.,Wakoflex,Ketoprofen,25 mg/gm,Gel,"50.00 Tk, 80.00 Tk",Human,116-0397-064,93,184,837.0,12,wakoflex,50.0080.00
16584,Incepta Pharmaceuticals Ltd.,Kilbac  DS,Cefuroxime,250 mg/5 ml,Powder For Suspension,"250.00 Tk, 350.00 Tk",Human,116-0418-023,93,13,44.0,4,kilbac--ds,250.00350.00
16608,Incepta Pharmaceuticals Ltd.,Barbit,Phenobarbitone,20 mg/5 ml,Elixir,"29.06 Tk, 57.00 Tk",Human,116-0450-046,93,800,523.0,70,barbit,29.0657.00
16614,Incepta Pharmaceuticals Ltd.,Beuflox    200,Ciprofloxacin,200 mg/100 ml,IV Infusion,"70.00 Tk, 130.00 Tk",Human,116-0457-023,93,22,160.0,42,beuflox----200,70.00130.00
16642,Incepta Pharmaceuticals Ltd.,Nyclobate,Clobetasol Propionate,50 mg/100 gm,Cream,"45.00 Tk, 70.00 Tk",Human,116-0494-071,93,97,53.0,11,nyclobate,45.0070.00
16706,Incepta Pharmaceuticals Ltd.,Nyclobate,Clobetasol Propionate,50 mg/100 gm,Ointment,"50.00 Tk, 75.00 Tk",Human,116-0579-071,93,97,53.0,9,nyclobate,50.0075.00
16707,Incepta Pharmaceuticals Ltd.,Nyclobate  NN,Clobetasol Propionate + Neomycin Sulphate + Nystatin,50 mg + 500 mg + 100 Lac IU/100 gm,Ointment,"60.00 Tk, 80.00 Tk",Human,116-0580-071,93,432,184.0,9,nyclobate--nn,60.0080.00
16708,Incepta Pharmaceuticals Ltd.,Amidol    300,Iopamidol,300 mg/ml,Injection,"1203.00 Tk, 2407.00 Tk",Human,116-0581-041,93,1202,533.0,15,amidol----300,1203.002407.00
16709,Incepta Pharmaceuticals Ltd.,Amidol    370,Iopamidol,370 mg/ml,Injection,"1318.00 Tk, 2636.00 Tk",Human,116-0582-041,93,1202,803.0,15,amidol----370,1318.002636.00
16835,Incepta Pharmaceuticals Ltd.,Oroclean,Eucalypytol + Menthol + Methyl Salicylate + Thymol,92 mg + 42 mg + 60 mg + 64 mg/100 ml,Mouth Wash,"75.00 Tk, 140.00 Tk",Human,116-0718-073,93,501,250.0,37,oroclean,75.00140.00
16844,Incepta Pharmaceuticals Ltd.,Proviten JR,Ascorbic Acid + Biotin + Calcium + Choline Bitartrate + Chromium + Cyanocobalamin + Inositol + Iodine + Magnesium + Manganese + Pantothenic acid + Para-Amino-Benzoic Acid + Pottassium + Riboflavin + Selenium + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E + Zinc,1350 mg + 650 mcg + 550 mg + 200 mg + 70 mcg + 60 mcg + 200 mg + 500 mcg + 150 mg + 15 mg + 70 mg + 10 mg + 140 mg + 20 mg + 350 mcg + 17000 IU + 20 mg + 2750 IU + 200 IU + 50 mg,Syrup,"90.00 Tk, 160.00 Tk",Human,116-0728-078,93,660,398.0,5,proviten-jr,90.00160.00
17013,Incepta Pharmaceuticals Ltd.,Urikal,Citric Acid Monohydrate + Potassium Citrate,5 gm + 30 gm/100 ml,Oral Solution,"120.00 Tk, 200.00 Tk",Human,116-0912-062,93,716,452.0,23,urikal,120.00200.00
17257,Incepta Pharmaceuticals Ltd.,Omniclear 350 IV,Iohexol,755 mg/ml,Injection,"1000.00 Tk, 1900.00 Tk",Human,116-1216-041,93,1288,863.0,15,omniclear-350-iv,1000.001900.00
17345,Incepta Pharmaceuticals Ltd.,Deflazit,Deflazacort,120 mg/100 ml,Suspension,"175.00 Tk, 300.00 Tk",Human,116-1298-072,93,612,638.0,6,deflazit,175.00300.00
17362,Incepta Pharmaceuticals Ltd.,Hand Clean Gel,Ethyl Alcohol + Isopropyl Alcohol,66 ml + 3.5 ml/100 ml,Gel,"100.00 Tk, 130.00 Tk, 150.00 Tk, 300.00 Tk, 40.00 Tk",Human,116-1360-071,93,637,377.0,12,hand-clean-gel,100.00130.00150.00300.0040.00
17569,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Enoxin Vet,Enrofloxacin,100 mg/ml,Solution,"242.00 Tk, 930.00 Tk",Veterinary,366-0018-077,94,134,116.0,14,enoxin-vet,242.00930.00
17570,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Mitrax Vet,Levamisole,30 gm/100 gm,Powder,"167.00 Tk, 665.00 Tk",Veterinary,366-0019-077,94,125,112.0,21,mitrax-vet,167.00665.00
17571,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Razinmax Vet,Piperazine,100 %,Powder,"172.00 Tk, 527.00 Tk",Veterinary,366-0020-077,94,751,214.0,21,razinmax-vet,172.00527.00
17572,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Tiavet Vet,Tiamulin Hydrogen Fumerate,45 %,Powder,"260.00 Tk, 1050.00 Tk",Veterinary,366-0021-077,94,594,344.0,21,tiavet-vet,260.001050.00
17591,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Avipef Vet,Pefloxacin,10 gm/100 ml,Solution,"750.00 Tk, 3500.00 Tk",Veterinary,366-0045-077,94,1166,106.0,14,avipef-vet,750.003500.00
17593,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Toltacox Vet,Toltrazuril,2.5 gm/100 ml,Solution,"470.00 Tk, 1600.00 Tk",Veterinary,366-0047-077,94,142,121.0,14,toltacox-vet,470.001600.00
17596,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Firmac Plus Vet,Erythromycin + Sulphadiazine + Trimethoprim,180 mg + 150 mg + 30 mg,Powder,"360.00 Tk, 1600.00 Tk",Veterinary,366-0048-077,94,726,1108.0,21,firmac-plus-vet,360.001600.00
17597,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Dancel Shampoo,Ketoconazole,20 mg/ml,Shampoo,"175.00 Tk, 230.00 Tk",Human,366-0056-071,94,868,148.0,77,dancel-shampoo,175.00230.00
17599,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Oroclean Cool Mint,Eucalypytol + Menthol + Methyl Salicylate + Thymol,92 mg + 42 mg + 60 mg + 64 mg/100 ml,Mouth Wash,"75.00 Tk, 140.00 Tk",Human,366-0066-073,94,501,250.0,37,oroclean-cool-mint,75.00140.00
17612,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Nyclobate,Clobetasol Propionate,50 mg/100 gm,Cream,"45.00 Tk, 70.00 Tk",Human,366-0061-071,94,97,53.0,11,nyclobate,45.0070.00
17657,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Oryza Mouthwash,Benzydamine Hydrochloride,150 mg/100 ml,Mouth Wash,"120.00 Tk, 225.00 Tk",Human,366-0123-073,94,1618,375.0,37,oryza-mouthwash,120.00225.00
17666,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Tacrolim 0.03%,Tacrolimus,30 mg/100 gm,Ointment,"80.00 Tk, 150.00 Tk",Human,366-0146-071,94,753,541.0,9,tacrolim-0.03%,80.00150.00
17670,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Allurol-Vet,Allopurinol,5 gm/100 gm,Powder,"350.00 Tk, 1500.00 Tk",Veterinary,366-0150-077,94,129,110.0,21,allurol-vet,350.001500.00
17680,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Oroconazole,Miconazole,20 mg/gm,Oral Gel,"50.00 Tk, 80.00 Tk",Human,366-0133-073,94,60,51.0,30,oroconazole,50.0080.00
17683,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Retapex,Retapamulin,1 gm/100 gm,Ointment,"200.00 Tk, 300.00 Tk",Human,366-0170-071,94,978,52.0,9,retapex,200.00300.00
